Country_x,ISO3,Year,GHG_Emissions,GDP_USD,Country_y,Unit,Population,GDPperCapita,GHGperCapita,Emission_Intensity,ln_GDPpc,ln_Emissions_pc,income_group
Algeria,DZA,2010,178739.36187176,177785053939.531,Algeria,Persons,36188236.0,4912.785855036731,0.004939156522350522,1.0053677624248074e-06,8.499596443805038,-5.310560706824258,Upper-Middle
Algeria,DZA,2011,185314.89956791,218331946925.304,Algeria,Persons,36903376.0,5916.313643643443,0.005021624568112956,8.487759220656342e-07,8.685468838592294,-5.294001778485873,Upper-Middle
Algeria,DZA,2012,201469.05116592,227143746075.934,Algeria,Persons,37646166.0,6033.648846895431,0.0053516485892858255,8.869671943271071e-07,8.70510722228401,-5.23035061801186,Upper-Middle
Algeria,DZA,2013,206292.04741005,229701430292.157,Algeria,Persons,38414171.0,5979.601389605857,0.005370206932489836,8.980877791995782e-07,8.696109187466439,-5.226888836289506,Upper-Middle
Algeria,DZA,2014,218979.71297929,238942664192.59,Algeria,Persons,39205031.0,6094.693923149557,0.0055855003144695894,9.164529646442308e-07,8.715173822959517,-5.187581268652309,Upper-Middle
Algeria,DZA,2015,228833.40989641,187493855609.345,Algeria,Persons,40019529.0,4685.059027290026,0.00571804355559532,1.2204848481712303e-06,8.45213379380127,-5.164128567833078,Lower-Middle
Algeria,DZA,2016,226687.57741777,180763839522.151,Algeria,Persons,40850721.0,4424.985290275562,0.005549169558543899,1.254053786515148e-06,8.395022233204994,-5.194106991510533,Lower-Middle
Algeria,DZA,2017,231715.41868264,189880896903.073,Algeria,Persons,41689299.0,4554.667539578274,0.005558150994158957,1.2203198028968756e-06,8.423907819012362,-5.1924897810357065,Lower-Middle
Algeria,DZA,2018,240580.5887437,194554483655.528,Algeria,Persons,42505035.0,4577.210291804912,0.0056600491857894016,1.23657180355537e-06,8.428844984934633,-5.174322696736005,Lower-Middle
Algeria,DZA,2019,247089.92922285,193459662090.677,Algeria,Persons,43294546.0,4468.453418836567,0.005707183746027733,1.2772167931681583e-06,8.40479763642708,-5.16602959134034,Lower-Middle
Algeria,DZA,2020,233831.05005476,164873415325.201,Algeria,Persons,44042091.0,3743.541952292887,0.005309263133186842,1.4182459288148124e-06,8.227787488311,-5.23830222300235,Lower-Middle
Algeria,DZA,2021,245876.22098272,186231205262.082,Algeria,Persons,44761099.0,4160.55926736924,0.005493078286185958,1.3202740144257777e-06,8.333404783490613,-5.204266472732322,Lower-Middle
Algeria,DZA,2022,255863.34801048,225581644702.568,Algeria,Persons,45477389.0,4960.303343328879,0.005626166181406765,1.1342383301967622e-06,8.509222175778113,-5.18032703124073,Upper-Middle
Algeria,DZA,2023,258938.95957405,247923887214.655,Algeria,Persons,46164219.0,5370.477235077994,0.00560908351063082,1.044429249973231e-06,8.588672054145958,-5.183367939882369,Upper-Middle
Algeria,DZA,2024,252699.99712007,269322281664.773,Algeria,Persons,46814308.0,5752.990766514652,0.0053979223001666505,9.382810644483071e-07,8.65747513187585,-5.22174115867913,Upper-Middle
Argentina,ARG,1999,291770.16398143,283523000000.0,Argentina,Persons,36794682.0,7705.5428825285135,0.007929682990097046,1.029088165621237e-06,8.949695203744362,-4.8371422201625585,Upper-Middle
Argentina,ARG,2000,288445.32743907,284203750000.0,Argentina,Persons,37213984.0,7637.014892036284,0.0077509929449926665,1.0149244246040735e-06,8.940762084871594,-4.8599343218892574,Upper-Middle
Argentina,ARG,2001,285500.69655993,268696750000.0,Argentina,Persons,37624825.0,7141.475076628263,0.007588093673789313,1.0625387041708914e-06,8.873674627361462,-4.881174881994884,Upper-Middle
Argentina,ARG,2002,284541.33535089,97724004251.8602,Argentina,Persons,38029349.0,2569.699635191236,0.007482151097324596,2.9116831379274318e-06,7.851544297592585,-4.895234948482683,Lower-Middle
Argentina,ARG,2003,305899.49656291,127586973492.177,Argentina,Persons,38424282.0,3320.4777513390363,0.007961098572067267,2.397576243014074e-06,8.10786395256351,-4.833188277082326,Lower-Middle
Argentina,ARG,2004,324653.2995456,164657930452.787,Argentina,Persons,38815916.0,4242.020990894224,0.008363922148471262,1.971683347730944e-06,8.352795083460858,-4.783827805389334,Lower-Middle
Argentina,ARG,2005,329384.56757398,198737095012.282,Argentina,Persons,39216789.0,5067.653422932765,0.008399070295479316,1.6573884586248177e-06,8.53063315373026,-4.779634258367859,Upper-Middle
Argentina,ARG,2006,342681.52704837,232557260817.308,Argentina,Persons,39622115.0,5869.380289702051,0.008648743941315854,1.4735361340430184e-06,8.677504334796176,-4.750341177678644,Upper-Middle
Argentina,ARG,2007,354363.05793046,287530508430.568,Argentina,Persons,40016763.0,7185.251551470267,0.008855365386012358,1.2324363764550937e-06,8.87978580854331,-4.726731745356142,Upper-Middle
Argentina,ARG,2008,357015.89729525,361558037110.419,Argentina,Persons,40424148.0,8944.110265735693,0.008831748223741165,9.874373147628803e-07,9.098750523777706,-4.729402297129421,Upper-Middle
Argentina,ARG,2009,333452.1471041,332976484577.619,Argentina,Persons,40854831.0,8150.23527028221,0.008161878018883495,1.0014285168728486e-06,9.00580207333754,-4.808280987113448,Upper-Middle
Argentina,ARG,2010,337310.50946061,423627422092.49,Argentina,Persons,41288694.0,10260.131310825429,0.008169561126360888,7.962433305060347e-07,9.236020916968927,-4.807340089256758,Upper-Middle
Argentina,ARG,2011,343825.49654953,530158122010.442,Argentina,Persons,41730660.0,12704.283181968414,0.008239157888936576,6.485338661712666e-07,9.449694474010554,-4.798857138227913,Upper-Middle
Argentina,ARG,2012,351325.161647,545982375701.128,Argentina,Persons,42161721.0,12949.717486654019,0.008332799357194172,6.43473447647175e-07,9.468829251187326,-4.787555821971773,Upper-Middle
